n-gram	total_score	total_occurrences	average_score
Valley Ranch	-2.4	1	-2.4
Ranch salad	-2.4	1	-2.4
salad dressing	-2.4	1	-2.4
dressing truck	-2.4	1	-2.4
truck !	-2.4	1	-2.4
Bet He	-1.6	1	-1.6
He kinda	-1.6	1	-1.6
kinda likes	-1.6	1	-1.6
likes helium	-1.6	1	-1.6
helium pretty	-1.6	1	-1.6
pretty well	-1.6	1	-1.6
well too	-1.6	1	-1.6
have obviously	0.0	1	0.0
obviously never	0.0	1	0.0
never experienced	0.0	1	0.0
experienced real	0.0	1	0.0
real love	0.0	1	0.0
love .	-0.20000000000000018	3	-0.06666666666666672
a gift	-1.0	4	-0.25
gift card	-1.0	1	-1.0
card is	-1.0	1	-1.0
Chromosomes contain	1.6	1	1.6
contain genes	1.6	1	1.6
genes made	1.6	1	1.6
made up	3.8000000000000003	2	1.9000000000000001
up of	3.6	3	1.2
DNA .	3.85	2	1.925
HE LEFT	-2.2	1	-2.2
LEFT THE	-2.2	1	-2.2
THE YEAR	-2.2	1	-2.2
YEAR I	-2.2	1	-2.2
I LEFT	-2.2	1	-2.2
LEFT SO	-2.2	1	-2.2
SO ITS	-2.2	1	-2.2
ITS ALL	-2.2	1	-2.2
ALL GOOD	-2.2	1	-2.2
GOOD !	-2.2	1	-2.2
it '	-1.2000000000000002	2	-0.6000000000000001
' d	-25.15	22	-1.143181818181818
d have	0.4	1	0.4
a copyright	0.4	1	0.4
copyright on	0.4	1	0.4
* Chuck	-2.8	5	-0.5599999999999999
can skeletize	-1.4	1	-1.4
skeletize a	-1.4	1	-1.4
a cow	-1.4	1	-1.4
cow in	-1.4	1	-1.4
in two	3.7	5	0.74
two minutes	0.0	2	0.0
question ,	0.0	1	0.0
, itself	0.0	1	0.0
itself makes	0.0	1	0.0
makes you	-3.2	5	-0.64
you sound	-4.0	3	-1.3333333333333333
like one	0.39999999999999997	3	0.13333333333333333
Its an	-1.6	1	-1.6
an overcrowded	-1.6	1	-1.6
overcrowded bus	-1.6	1	-1.6
bus .	-1.6	1	-1.6
Search www.firstgov.gov	1.0	1	1.0
www.firstgov.gov --	1.0	1	1.0
-- Keyword	1.0	1	1.0
Keyword >	1.0	1	1.0
> passport	1.0	1	1.0
Sometimes you	0.4	1	0.4
say the	7.799999999999999	14	0.557142857142857
the truth	3.9999999999999996	12	0.3333333333333333
truth even	0.4	1	0.4
even if	9.299999999999999	12	0.7749999999999999
it hurts	0.4	1	0.4
hurts .	-1.35	2	-0.675
They '	-2.2	5	-0.44000000000000006
ll accept	-1.8	1	-1.8
accept smaller	-1.8	1	-1.8
smaller pieces	-1.8	1	-1.8
pieces and	-1.8	1	-1.8
and eat	-1.8	1	-1.8
eat less	-1.8	1	-1.8
less if	-1.8	1	-1.8
's rich	-1.8	1	-1.8
rich .	-1.8	1	-1.8
This includes	0.8	1	0.8
includes returns	0.8	1	0.8
returns at	0.8	1	0.8
the store	3.2	4	0.8
store or	0.8	1	0.8
or with	0.8	1	0.8
with your	9.25	20	0.4625
your carrier	0.8	1	0.8
carrier .	0.8	1	0.8
Patience is	0.6	1	0.6
the key	1.8	5	0.36
key here	-0.20000000000000007	2	-0.10000000000000003
here .	-2.283333333333	10	-0.22833333333330003
'm from	-0.19999999999999996	2	-0.09999999999999998
from Norway	0.4	1	0.4
Norway as	0.4	1	0.4
like Haley	-1.4	1	-1.4
Haley Nicole	-2.0	2	-1.0
Nicole .	-1.4	1	-1.4
September by	-1.4	1	-1.4
by Earth	-1.4	1	-1.4
Earth ,	-1.4	1	-1.4
, Wind	-1.4	1	-1.4
Wind &	-1.4	1	-1.4
& Fire	-1.4	1	-1.4
Fire ...	-1.4	1	-1.4
At level	0.6	1	0.6
level 6,7	0.6	1	0.6
6,7 You	0.6	1	0.6
You can	-3.1999999999999997	34	-0.09411764705882353
can ask	1.1	2	0.55
ask and	-0.6	2	-0.3
and answer	-0.6	2	-0.3
answer unlimited	0.6	1	0.6
unlimited of	0.6	1	0.6
of questions	1.4	2	0.7
questions and	0.9999999999999999	3	0.3333333333333333
and vote	0.8	2	0.4
vote 100	0.6	1	0.6
100 .	0.6	1	0.6
We do	-0.2999999999999998	3	-0.09999999999999994
not know	5.75	13	0.4423076923076923
know how	-2.5999999999999996	13	-0.19999999999999998
to predict	1.6	1	1.6
predict solar	1.6	1	1.6
solar flares	1.6	1	1.6
flares .	1.6	1	1.6
do n`t	-1.6	1	-1.6
n`t like	-1.6	1	-1.6
him in	4.800000000000001	8	0.6000000000000001
in either	-1.6	1	-1.6
either areas	-1.6	1	-1.6
areas ~	-1.6	1	-1.6
~ !	-1.6	1	-1.6
& I	-4.2	2	-2.1
I find	-1.2000000000000002	3	-0.4000000000000001
find myself	-3.0	1	-3.0
myself being	-5.2	2	-2.6
being nice	-3.0	1	-3.0
nice to	-2.8	2	-1.4
to people	3.4	5	0.6799999999999999
people that	-1.7999999999999998	4	-0.44999999999999996
that I	14.05	36	0.3902777777777778
I rather	-3.0	1	-3.0
rather kill	-3.0	1	-3.0
kill .	-3.0	1	-3.0
This is	3.0999999999999983	64	0.048437499999999974
the reaction	1.4	1	1.4
reaction of	1.4	1	1.4
of ausin	1.4	1	1.4
ausin at	1.4	1	1.4
the tips	1.4	1	1.4
tips of	1.4	1	1.4
the plants	1.4	1	1.4
plants .	1.4	1	1.4
a person	1.25	8	0.15625
person with	-2.0	1	-2.0
with 4	-2.0	1	-2.0
4 years	-2.0	1	-2.0
years colledge	-2.0	1	-2.0
colledge .	-2.0	1	-2.0
But be	-0.533333333333	2	-0.2666666666665
be careful	-0.333333333333	3	-0.11111111111100001
careful of	-0.333333333333	1	-0.333333333333
of how	2.116666666667	7	0.30238095238100005
how you	1.416666666667	2	0.7083333333335
you spend	-0.333333333333	1	-0.333333333333
spend them	-0.333333333333	1	-0.333333333333
them or	-0.333333333333	1	-0.333333333333
the weekend	-1.883333333333	7	-0.2690476190475714
weekend .	-4.583333333333	5	-0.9166666666666
becouse he	-1.2	1	-1.2
he never	1.2000000000000002	3	0.4000000000000001
never moved	-1.2	1	-1.2
moved he	-1.2	1	-1.2
he was	21.000000000000004	71	0.295774647887324
was waited	-1.2	1	-1.2
waited on	-1.2	1	-1.2
on as	-0.3999999999999999	2	-0.19999999999999996
a god	-2.5999999999999996	2	-1.2999999999999998
god and	-1.2	1	-1.2
and feed	-1.2	1	-1.2
feed to	-1.2	1	-1.2
to much	-2.5999999999999996	2	-1.2999999999999998
yes they	-2.8	2	-1.4
( Favourite	1.0	1	1.0
Favourite )	1.0	1	1.0
) (	1.2	2	0.6
( 28	1.0	1	1.0
28 )	1.0	1	1.0
) *	1.0	1	1.0
* #	1.0	1	1.0
# 94870345123456789	1.0	1	1.0
94870345123456789 #	1.0	1	1.0
# Deactivate	1.0	1	1.0
Deactivate the	1.0	1	1.0
the PWM	1.0	1	1.0
PWM -	1.0	1	1.0
- Mem	1.0	1	1.0
Mem .	1.0	1	1.0
, very	-3.8	2	-1.9
very fagot	-2.8	1	-2.8
fagot like	-2.8	1	-2.8
like !	-2.8	1	-2.8
Suicide is	1.0	2	0.5
is too	-1.0000000000000004	9	-0.11111111111111116
too dark	-0.2	1	-0.2
dark of	-0.2	1	-0.2
a topic	-0.2	1	-0.2
topic .	-0.2	1	-0.2
You guys	-6.0	3	-2.0
guys could	-2.0	1	-2.0
could do	-5.699999999999999	4	-1.4249999999999998
do this	-12.700000000000001	10	-1.27
this every	-2.0	1	-2.0
every goddamn	-2.0	1	-2.0
goddamn day	-2.0	1	-2.0
day !	-3.8	3	-1.2666666666666666
The net	-0.4	1	-0.4
net can	-0.4	1	-0.4
be a	16.5	78	0.21153846153846154
a dangerous	-0.4	1	-0.4
dangerous place	0.7999999999999999	2	0.39999999999999997
place to	0.1499999999999999	5	0.02999999999999998
to throw	1.0	6	0.16666666666666666
throw an	-0.4	1	-0.4
an open	1.9999999999999998	5	0.39999999999999997
open question	-0.4	1	-0.4
question like	-0.4	1	-0.4
Mine broke	-1.0	1	-1.0
broke in	-1.0	1	-1.0
the move	1.8	6	0.3
move and	-1.0	1	-1.0
n't come	-3.8	2	-1.9
come across	-1.0	1	-1.0
across another	-1.0	1	-1.0
another one	-1.8	2	-0.9
one yet	-1.0	1	-1.0
yet .	-2.1999999999999997	5	-0.43999999999999995
's so	-6.800000000000001	5	-1.36
so awesome	-7.0	3	-2.3333333333333335
awesome .	-11.65	5	-2.33
We just	0.6	3	0.19999999999999998
just sent	-0.4	1	-0.4
sent 3	-0.4	1	-0.4
3 to	-0.4	1	-0.4
to jail	-1.3999999999999997	4	-0.3499999999999999
jail for	0.3999999999999999	3	0.1333333333333333
the rest	-0.39999999999999963	22	-0.018181818181818164
rest of	4.2	17	0.24705882352941178
of their	21.3	20	1.065
their life	-0.4	1	-0.4
Health Screening/Testing	1.0	1	1.0
Screening/Testing Services	1.0	1	1.0
Services hst	1.0	1	1.0
hst Are	1.0	1	1.0
Are your	1.0	1	1.0
your executives	1.0	1	1.0
executives physically	1.0	1	1.0
physically fit	1.0	1	1.0
fit for	2.2	2	1.1
for long	2.0	2	1.0
long -	1.0	1	1.0
- term	1.0	1	1.0
term performance	1.0	1	1.0
performance ?	1.0	1	1.0
coz i	-2.6	1	-2.6
i dun	-2.6	1	-2.6
dun think	-2.6	1	-2.6
think the	3.1999999999999993	8	0.3999999999999999
the law	12.450000000000001	17	0.7323529411764707
law agree	-2.6	1	-2.6
to it	-9.799999999999999	9	-1.0888888888888888
... pls	-2.6	1	-2.6
pls think	-2.6	1	-2.6
think twice	-2.6	1	-2.6
twice .	-2.6	1	-2.6
i hope	-8.200000000000001	5	-1.6400000000000001
are real	-2.6	1	-2.6
real earth	-2.6	1	-2.6
earth needs	-2.6	1	-2.6
needs alot	-2.6	1	-2.6
alot of	-5.65	5	-1.1300000000000001
of help	-1.6	2	-0.8
help right	-2.6	1	-2.6
focus on	3.5500000000000003	10	0.35500000000000004
on what	-3.8000000000000007	12	-0.3166666666666667
know be	-1.4	1	-1.4
be sure	-0.5999999999999999	2	-0.29999999999999993
sure you	-5.3999999999999995	5	-1.0799999999999998
are doing	-4.33333333333	7	-0.6190476190471428
doing that	-0.19999999999999996	2	-0.09999999999999998
that well	0.40000000000000013	2	0.20000000000000007
I sympathize	-0.4	1	-0.4
sympathize ,	-0.4	1	-0.4
, because	-0.7999999999999998	9	-0.08888888888888886
because dogs	-0.4	1	-0.4
dogs always	-0.4	1	-0.4
always want	-0.4	1	-0.4
to eat	-1.7999999999999998	5	-0.36
eat what	-0.4	1	-0.4
what everyone	-0.4	1	-0.4
everyone ELSE	-0.4	1	-0.4
ELSE has	-0.4	1	-0.4
has .	-0.2	2	-0.1
Philippians 4:6	0.0	1	0.0
4:6 -9	0.0	1	0.0
-9 Deuteronomy	0.0	1	0.0
Deuteronomy 31:8	0.0	1	0.0
31:8 It	0.0	1	0.0
the LORD	0.0	1	0.0
LORD who	0.0	1	0.0
who goes	0.0	1	0.0
goes before	0.0	1	0.0
A )	-3.0	1	-3.0
) There	-4.75	2	-2.375
There is	10.0	41	0.24390243902439024
is only	-3.1999999999999997	10	-0.31999999999999995
only 1	-3.0	1	-3.0
1 universe	-3.0	1	-3.0
universe 2	-3.0	1	-3.0
2 b	-3.0	1	-3.0
b created	-3.0	1	-3.0
created in	-3.4	2	-1.7
in .	-8.35	12	-0.6958333333333333
Let the	1.65	3	0.5499999999999999
the fluid	0.25	1	0.25
fluid sit	0.25	1	0.25
the coals	0.25	1	0.25
coals for	0.25	1	0.25
30 seconds	0.25	2	0.125
seconds .	0.25	1	0.25
NONE OF	-1.0	1	-1.0
OF THESE	-1.0	1	-1.0
THESE WOULD	-1.0	1	-1.0
WOULD BE	-1.0	1	-1.0
BE CALLED	-1.0	1	-1.0
CALLED A	-1.0	1	-1.0
A REAR	-1.0	1	-1.0
REAR WHEEL	-1.0	1	-1.0
WHEEL ALLIGNMENT	-1.0	1	-1.0
Only Al	0.6	1	0.6
Al Gore	0.85	2	0.425
Gore would	0.6	1	0.6
would argue	0.6	1	0.6
argue such	0.6	1	0.6
a ridiculous	0.6	1	0.6
ridiculous notion	0.6	1	0.6
notion .	0.6	1	0.6
Ultimately that	-0.4	1	-0.4
that is	0.43333333333699897	43	0.010077519379930209
only cure	-0.4	1	-0.4
cure .	-0.2	2	-0.1
such as	27.799999999999994	30	0.9266666666666664
as kenmore	-2.0	1	-2.0
kenmore ,	-2.0	1	-2.0
, sears	-2.0	1	-2.0
sears ,	-2.0	1	-2.0
and bob	-2.0	1	-2.0
bob (	-2.0	1	-2.0
( snicker	-2.0	1	-2.0
snicker )	-2.0	1	-2.0
Depending on	-0.19999999999999996	2	-0.09999999999999998
the situation	1.9999999999999998	11	0.1818181818181818
situation a	-0.6	1	-0.6
a couple	3.4000000000000004	13	0.26153846153846155
couple of	4.2	14	0.3
12oz glass	-1.4	1	-1.4
glass mug	-1.4	1	-1.4
mug ,	-1.4	1	-1.4
it great	-1.4	1	-1.4
great .	-4.4	5	-0.8800000000000001
rubb the	-2.2	1	-2.2
cat with	-2.2	1	-2.2
with vicks	-2.2	1	-2.2
vicks ...	-2.2	1	-2.2
Plus ,	-3.0	2	-1.5
the host	0.7999999999999999	2	0.39999999999999997
host should	-0.4	1	-0.4
be paying	-0.4	1	-0.4
paying for	2.45	5	0.49000000000000005
the party	9.0	15	0.6
party and	-0.4	1	-0.4
the favors	-0.4	1	-0.4
favors .	-0.4	1	-0.4
In the	29.100000000000005	39	0.7461538461538463
the old	-8.6	11	-0.7818181818181817
old days	0.6	1	0.6
days ,	0.6	1	0.6
, what	-4.3999999999999995	5	-0.8799999999999999
you said	-1.75	4	-0.4375
said would	0.6	1	0.6
be true	0.6	1	0.6
bad if	-2.4	1	-2.4
if ur	-2.4	1	-2.4
ur apart	-2.4	1	-2.4
apart for	-2.4	1	-2.4
for too	-2.1999999999999997	2	-1.0999999999999999
too long	-1.9999999999999998	3	-0.6666666666666666
long it	-4.2	4	-1.05
it could	-1.4	14	-0.09999999999999999
could turn	-0.7999999999999998	2	-0.3999999999999999
turn out	-2.4	1	-2.4
out bad	-2.4	1	-2.4
who say	1.4	2	0.7
that science	0.2	1	0.2
science is	0.2	1	0.2
is refined	0.2	1	0.2
refined common	0.2	1	0.2
common sense	0.2	1	0.2
sense are	0.2	1	0.2
are wrong	0.2	1	0.2
wrong .	-4.35	6	-0.725
had the	0.85	14	0.060714285714285714
same symptoms	0.8	1	0.8
symptoms .	0.6000000000000001	2	0.30000000000000004
disasemble the	-0.6	1	-0.6
the gun	0.20000000000000007	2	0.10000000000000003
gun and	-2.8000000000000003	2	-1.4000000000000001
and fix	-1.4	2	-0.7
fix it	-0.8	2	-0.4
so it	2.700000000000001	11	0.24545454545454556
it shows	-2.4	1	-2.4
shows up	-2.4	1	-2.4
up better	-2.4	1	-2.4
better on	-4.15	2	-2.075
on 98	-2.4	1	-2.4
98 %	-2.4	1	-2.4
% of	0.9999999999999999	4	0.24999999999999997
of clean	-2.4	1	-2.4
clean cars	-2.4	1	-2.4
cars =	-2.4	1	-2.4
= )	-4.6	2	-2.3
d say	-4.4	2	-2.2
say earth	-2.0	1	-2.0
earth .	-3.0	2	-1.5
Wish you	-1.0	1	-1.0
you very	3.0	3	1.0
good hairgrow	-1.0	1	-1.0
hairgrow !	-1.0	1	-1.0
Buy the	-2.0	1	-2.0
the weed	-2.0	1	-2.0
weed from	-2.0	1	-2.0
from somebody	-2.0	1	-2.0
somebody else	-1.4	2	-0.7
else the	-2.0	1	-2.0
the next	20.400000000000002	33	0.6181818181818183
next time	-2.4	2	-1.2
Sounds like	-7.1	6	-1.1833333333333333
the element	0.2	1	0.2
element is	0.2	1	0.2
is broken	0.2	1	0.2
broken .	0.2	2	0.1
She 's	-3.0	3	-1.0
's very	-3.6	5	-0.72
very sweet	1.4	1	1.4
sweet and	1.4	1	1.4
know she	1.5999999999999999	3	0.5333333333333333
she just	0.3999999999999999	2	0.19999999999999996
just craves	1.4	1	1.4
craves affection	1.4	1	1.4
affection and	1.4	1	1.4
and love	-0.6000000000000001	2	-0.30000000000000004
Try to	-4.8	5	-0.96
to preach	-1.4	1	-1.4
preach somewhere	-1.4	1	-1.4
somewhere else	-1.4	1	-1.4
else please	-1.4	1	-1.4
please .	-4.7	3	-1.5666666666666667
your abilities	-1.8	1	-1.8
abilities !	-1.8	1	-1.8
a longer	-2.0	1	-2.0
longer snake	-2.0	1	-2.0
think this	3.6000000000000005	8	0.45000000000000007
this has	-0.1999999999999999	4	-0.049999999999999975
been explained	1.0	1	1.0
explained in	1.0	1	1.0
in most	2.8	3	0.9333333333333332
most newspapers	1.0	1	1.0
newspapers in	1.0	1	1.0
in India	4.8	5	0.96
India .	3.9999999999999996	4	0.9999999999999999
What do	-1.4	5	-0.27999999999999997
should do	-6.3999999999999995	6	-1.0666666666666667
do ?	-0.7999999999999999	2	-0.39999999999999997
are quite	1.2	1	1.2
quite the	1.2	1	1.2
the excellent	1.2	1	1.2
excellent example	1.2	1	1.2
example of	2.4	10	0.24
the fall	3.0	2	1.5
fall of	3.0	2	1.5
of man	1.2	1	1.2
man .	-5.199999999999999	7	-0.7428571428571428
should dig	0.0	1	0.0
dig out	0.0	1	0.0
old loose	0.0	1	0.0
loose grout	0.0	1	0.0
grout ,	0.0	1	0.0
most of	11.55	26	0.44423076923076926
of it	-8.550000000000002	19	-0.4500000000000001
He always	-2.2	2	-1.1
always makes	-1.6	1	-1.6
makes it	-2.733333333333	4	-0.68333333333325
it to	1.9500000000000015	33	0.05909090909090914
to Oregon	-1.6	1	-1.6
Oregon before	-1.6	1	-1.6
Tea bags	-0.6	1	-0.6
bags are	-0.6	1	-0.6
are cheap	-0.6	1	-0.6
cheap and	-0.6	1	-0.6
and they	3.9999999999999996	23	0.17391304347826084
can make	-4.4	10	-0.44000000000000006
of tea	-0.6	1	-0.6
tea .	-0.6	2	-0.3
The rubber	0.4	1	0.4
rubber ball	0.4	1	0.4
ball on	0.4	1	0.4
the bottom	3.166666666667	10	0.3166666666667
bottom of	1.3666666666669998	7	0.1952380952381428
an older	0.4	1	0.4
older mouse	0.4	1	0.4
mouse .	0.4	1	0.4
it IS	-2.6	1	-2.6
IS a	-2.6	1	-2.6
a canon	-2.6	1	-2.6
canon after	-2.6	1	-2.6
after all	-1.0	2	-0.5
all :-)	-2.6	1	-2.6
:-) .	-2.6	1	-2.6
Due to	1.2	1	1.2
to fuel	2.0	2	1.0
fuel costs	1.2	1	1.2
costs increase	1.2	1	1.2
increase .	3.7	2	1.85
leave alone	-2.6	1	-2.6
alone and	-2.6	1	-2.6
and remember	-3.4999999999999996	3	-1.1666666666666665
remember Black	-2.6	1	-2.6
Black is	-1.2000000000000002	2	-0.6000000000000001
is beautiful	-2.6	1	-2.6
beautiful :	-2.6	1	-2.6
m sick	-2.8	1	-2.8
sick of	-2.8	1	-2.8
of pretending	-2.8	1	-2.8
pretending I	-2.8	1	-2.8
n't care	-7.800000000000001	6	-1.3
care '	-2.8	1	-2.8
' cause	-2.8	1	-2.8
cause obviously	-2.8	1	-2.8
obviously I	-2.8	1	-2.8
do .	-19.349999999999998	20	-0.9674999999999999
Hey girl	-2.4	1	-2.4
girl ,	-3.8	2	-1.9
's Cricket	-2.4	1	-2.4
Cricket .	-2.4	1	-2.4
Not Debbie	-0.6	1	-0.6
Debbie Reynolds	-0.6	1	-0.6
Reynolds .	-0.6	1	-0.6
Just take	-0.6	1	-0.6
take care	-0.6000000000000003	8	-0.07500000000000004
of yourself	-3.2	2	-1.6
yourself and	-0.39999999999999997	2	-0.19999999999999998
n't let	-10.75	7	-1.5357142857142858
let this	-2.35	2	-1.175
this get	-0.6	1	-0.6
get you	1.2000000000000002	3	0.4000000000000001
you down	-1.4	2	-0.7
down .	-6.55	6	-1.0916666666666666
Most will	0.0	1	0.0
will for	0.0	1	0.0
a small	12.1	16	0.75625
small fee	0.0	1	0.0
fee .	0.0	1	0.0
`` Ditty	-1.8	1	-1.8
Ditty ''	-1.8	1	-1.8
'' by	-3.6	3	-1.2
by Paperboy	-1.8	1	-1.8
Paperboy (	-1.8	1	-1.8
( kinda	-1.8	1	-1.8
kinda old	-1.8	1	-1.8
old school	-1.6	4	-0.4
school ,	-3.55	5	-0.71
but a	0.20000000000000007	8	0.02500000000000001
a classic	-0.19999999999999996	2	-0.09999999999999998
classic )	-1.8	1	-1.8
Why were	-0.8	1	-0.8
were they	-0.8	1	-0.8
they mostly	-0.20000000000000007	2	-0.10000000000000003
mostly women	-0.8	1	-0.8
women and	0.3999999999999999	3	0.1333333333333333
and children	1.45	2	0.725
children ?	-0.8	1	-0.8
NH Barritone	-0.4	1	-0.4
Barritone is	-0.4	1	-0.4
is at	2.1	8	0.2625
the top	18.6	26	0.7153846153846154
top though	-0.4	1	-0.4
step 1	-2.8	2	-1.4
1 un	-1.6	1	-1.6
un hook	-1.6	1	-1.6
hook all	-1.6	1	-1.6
all lines	-1.6	1	-1.6
lines in	-1.6	1	-1.6
in system	-1.6	1	-1.6
system ,	-1.6	1	-1.6
, throw	-1.6	1	-1.6
throw away	-1.6	1	-1.6
away your	-1.6	1	-1.6
your drier	-1.6	1	-1.6
drier .	-1.6	1	-1.6
his life	-2.399999999999999	5	-0.4799999999999998
life is	-1.5999999999999999	3	-0.5333333333333333
is fuked	-2.8	1	-2.8
fuked ha	-2.8	1	-2.8
ha ha	-30.800000000000004	11	-2.8000000000000003
to limit	3.950000000000001	6	0.6583333333333335
limit your	1.4	1	1.4
your data	1.4	1	1.4
data transfers	1.4	1	1.4
transfers to	1.4	1	1.4
one megabyte	1.4	1	1.4
megabyte per	1.4	1	1.4
per day	1.4	1	1.4
just going	-0.15000000000000002	2	-0.07500000000000001
to heaven	-1.15	2	-0.575
heaven .	0.6499999999999998	4	0.16249999999999995
Then give	-0.8	1	-0.8
a glass	1.4000000000000001	2	0.7000000000000001
glass of	-0.8	1	-0.8
of warm	-0.8	1	-0.8
warm milk	-0.8	1	-0.8
milk .	-0.8	1	-0.8
yes he	-4.4	2	-2.2
he can	-1.3999999999999997	6	-0.23333333333333328
can .	-6.15	8	-0.76875
i have	-19.199999999999996	9	-2.133333333333333
have friensthat	-3.0	1	-3.0
friensthat r	-3.0	1	-3.0
r gay	-3.0	1	-3.0
gay nd	-3.0	1	-3.0
nd deal	-3.0	1	-3.0
deal with	3.85	14	0.275
Atheists are	-1.4	1	-1.4
n't scary	-1.4	1	-1.4
scary !	-1.4	1	-1.4
is full	-1.2	1	-1.2
full of	-1.4000000000000004	7	-0.20000000000000004
of good	3.95	4	0.9875
good info	-1.2	1	-1.2
info .	-3.0	3	-1.0
Norris neither	0.6	1	0.6
neither melts	0.6	1	0.6
melts in	0.6	1	0.6
your mouth	-4.0	3	-1.3333333333333333
mouth nor	0.6	1	0.6
nor in	3.1	2	1.55
your hand	0.19999999999999996	2	0.09999999999999998
hand .	-1.5999999999999999	3	-0.5333333333333333
My release	-1.6	1	-1.6
release from	-1.6	1	-1.6
from all	3.15	7	0.45
this hurt	-1.6	1	-1.6
hurt and	-1.6	1	-1.6
and pain	-1.6	1	-1.6
pain is	-1.6	1	-1.6
is with	-2.6	2	-1.3
with my	-1.5499999999999998	16	-0.09687499999999999
my CYBER	-1.6	1	-1.6
CYBER LOVER	-1.6	1	-1.6
LOVER .	-1.6	1	-1.6
need more	0.6000000000000001	4	0.15000000000000002
more info	-2.6	3	-0.8666666666666667
info potable	-0.6	1	-0.6
potable water	-0.6	1	-0.6
water (	-0.6	1	-0.6
( drinking	-0.6	1	-0.6
drinking )	-0.6	1	-0.6
) non	-0.6	1	-0.6
non potable	-0.6	1	-0.6
potable boiler	-0.6	1	-0.6
boiler /	-0.6	1	-0.6
/ heating	-0.6	1	-0.6
heating system	-0.6	1	-0.6
Many in	0.6	1	0.6
my family	1.9999999999999998	4	0.49999999999999994
family have	1.4	2	0.7
have died	3.4000000000000004	4	0.8500000000000001
died from	0.6	2	0.3
from this	-0.19999999999999996	4	-0.04999999999999999
this disease	1.7999999999999998	2	0.8999999999999999
disease .	0.6	1	0.6
TRY THIS	-2.8	1	-2.8
THIS OUT	-2.8	1	-2.8
OUT !	-2.8	1	-2.8
This also	-0.6	1	-0.6
also includes	-0.2	3	-0.06666666666666667
includes my	-0.6	1	-0.6
my haircut	-0.6	1	-0.6
haircut and	-0.6	1	-0.6
and style	-0.6	1	-0.6
style .	-0.6	1	-0.6
Connor :	-5.9	4	-1.475
: Aye	-1.5	1	-1.5
Aye .	-1.5	1	-1.5
And by	-1.0	1	-1.0
the transitive	-1.0	1	-1.0
transitive property	-1.0	1	-1.0
property ,	-1.0	1	-1.0
a roundhouse	-3.6	2	-1.8
roundhouse kick	-3.6	2	-1.8
kick to	-3.6	2	-1.8
the face	-1.45	8	-0.18125
face .	-3.6	7	-0.5142857142857143
* Enjoy	-1.0	1	-1.0
Enjoy the	-1.0	1	-1.0
the little	-0.4	3	-0.13333333333333333
little things	-1.0	1	-1.0
things in	-1.0	1	-1.0
in life	-1.0	2	-0.5
RF amps	-1.2	1	-1.2
amps really	-1.2	1	-1.2
really are	2.4000000000000004	3	0.8000000000000002
n't getting	-1.2	1	-1.2
getting great	-1.2	1	-1.2
great reviews	-1.2	1	-1.2
reviews lately	-1.2	1	-1.2
lately .	-1.2	1	-1.2
Respect and	1.0	1	1.0
and enjoy	1.2	2	0.6
enjoy his	1.0	1	1.0
his ability	2.6	3	0.8666666666666667
ability to	10.699999999999998	15	0.7133333333333332
a man	-3.2500000000000018	13	-0.2500000000000001
's sick	-1.2	1	-1.2
sick the	-1.2	1	-1.2
way you	-4.8	3	-1.5999999999999999
you people	-1.2	1	-1.2
people keep	-1.2	1	-1.2
keep having	-1.2	1	-1.2
having sex	-1.2	1	-1.2
sex without	-1.2	1	-1.2
without me	-1.2	1	-1.2
They deleted	-0.25	1	-0.25
deleted your	-0.25	1	-0.25
your poem	-0.25	1	-0.25
poem ?	-0.25	1	-0.25
They were	0.34999999999999976	15	0.023333333333333317
not religious	0.2	1	0.2
religious liberals	0.2	1	0.2
liberals and	0.2	1	0.2
and bold	0.2	1	0.2
bold adventurers	0.2	1	0.2
adventurers as	0.2	1	0.2
as many	6.2	11	0.5636363636363636
many believe	0.2	1	0.2
believe .	0.19999999999999996	3	0.06666666666666665
is tacky	-1.2	1	-1.2
tacky to	-1.2	1	-1.2
to ask	2.4000000000000004	16	0.15000000000000002
ask someone	-1.2	1	-1.2
someone out	-2.2	2	-1.1
out then	-1.2	1	-1.2
then tell	-1.2	1	-1.2
tell them	-2.2	3	-0.7333333333333334
them they	-1.2	1	-1.2
are to	1.5999999999999999	7	0.22857142857142856
pay .	-3.4000000000000004	2	-1.7000000000000002
hello friend	-0.4	1	-0.4
friend I	-0.4	1	-0.4
am very	3.8	4	0.95
very happy	-0.2	2	-0.1
happy we	-0.4	1	-0.4
can discuss	-0.4	1	-0.4
discuss about	-0.4	1	-0.4
about business	-0.4	1	-0.4
business experience	0.6	2	0.3
experience .	1.7999999999999998	5	0.36
Personally I	1.2	1	1.2
that the	134.15	148	0.9064189189189189
the owners	1.2	1	1.2
owners should	1.2	1	1.2
be held	1.6	4	0.4
held responsible	1.2	1	1.2
responsible .	1.2	1	1.2
* Take	-1.2	1	-1.2
Take showers	-1.2	1	-1.2
showers instead	-1.2	1	-1.2
instead of	9.799999999999999	15	0.6533333333333332
of tub	-1.2	1	-1.2
tub baths	-1.2	1	-1.2
baths .	-1.2	1	-1.2
Is n't	-5.800000000000001	3	-1.9333333333333336
n't that	-6.800000000000001	4	-1.7000000000000002
that what	-1.4	4	-0.35
what wedding	-1.0	1	-1.0
wedding registries	-1.0	1	-1.0
registries are	-1.0	1	-1.0
are all	-4.4	12	-0.3666666666666667
